,Translated_Category,Translated_Resume;;;
Janvier 2005 Baccalaureat en administration des affairesAdministration des affaires Pune, Maharashtra Modern College;;;
 HSC Pune, Maharashtra S.S.P.M.S College;;;
 SSC Pune, lycee Maharashtra Saints;;;
BP;;;
;;;
Ayant une experience de 6 ans en gestion de projet en informatique. Expertise en PMO, Gestion d'equipe, Analyste Qualite. Maîtrise des outils et techniques d'analyse de donnees.;;;
Details des competences;;;
DOCUMENTATION- Experience - 47 mois;;;
GOUVERNANCE- Experience - 19 mois;;;
EXCEL- Experience - 6 mois;;;
PREVISION- Experience - 6 mois;;;
MS EXCEL - Experience - 6 moisDetails de l'entreprise;;;
entreprise - Capita India Pvt Ltd;;;
description - Pune;;;
;;;
Domaines de resultats cles;;;
Responsable de la transition reussie des connaissances, des systemes et des capacites operationnelles pour Prudential, Multiclient, Pheonix et Royal London.;;;
 â¢ J'ai voyage sur site (Glasgow) et fait partie de l'equipe britannique pour comprendre le processus de travail de transition du PMO et l'executer avec succes chez Offshore.;;;
â¢ Transition reussie de la gestion des bons de travail, de la gouvernance et du reporting depuis le Royaume-Uni.;;;
â¢ Diriger une equipe de 6 membres et suivre le developpement de nouvelles methodes de travail et processus de documentation.;;;
• Gerer l'engagement des parties prenantes internes et externes, la collaboration des equipes et le reseau mondial de PMO. • Aide à realiser des operations robustes avec toutes les ressources et l'infrastructure necessaires pour executer des operations stables.;;;
entreprise - Saviant Technologies;;;
description - pour plusieurs projets;;;
â¢ Etablir un PMO à partir de zero et fournir un leadership chevronne au personnel des operations techniques â¢ Definir et mettre en œuvre des processus de gestion des priorites de travail et de gestion des ressources â¢ Etablir un environnement de soutien qui a permis aux employes de grandir et de fournir des solutions imaginatives aux besoins complexes des clients. • Suivre et surveiller la performance financiere du programme. Presentez les donnees financieres pour une comparaison reelle et budgetisee des heures de travail et des dollars, des coûts d'exploitation et des coûts d'investissement. Obtenir les approbations de financement pour les changements de portee • Surveiller les risques du programme grâce à un processus continu d'identification, d'evaluation, de suivi, de developpement et d'execution de strategies d'attenuation des risques. • Examiner la documentation du projet et documenter les leçons apprises et fournir des recommandations pour les attenuer à l'avenir. projets.;;;
â¢ identification des risques, strategie d'attenuation, escalade des problemes, communication avec les clients, calendrier du projet et gestion des ressources;;;
entreprise - Infosys;;;
description - Pune;;;
;;;
Domaines de resultats cles;;;
Responsable de : - Gestion des ressources, budgetisation, facturation.;;;
• Responsable de la preparation et du partage de differents rapports avec les responsables de livraison, les chefs de projet et l'equipe qualite. • Automatisation des rapports pour l'ensemble de l'unite. • Interpreter les donnees, analyser les resultats à l'aide de techniques statistiques et fournir des rapports continus.;;;
â¢ Preparer des diagrammes de cas et des diagrammes d’activites pour divers scenarios.;;;
â¢ Rassembler des donnees, etudier des modeles et organiser des seances de brainstorming pour identifier les valeurs aberrantes.;;;
â¢ Examiner et approuver la documentation du projet.;;;
• Aider à l'identification des risques dans le projet et à la mise en place d'un plan d'attenuation des risques en examinant les tableaux de bord et les rapports.;;;
â¢ Informations et analyses des commentaires des clients.;;;
• Examiner et valider les entrees des chefs de projet concernant les tableaux de bord et les PPT. • Soutenir TL en formant les personnes sur les processus/domaines dans le cadre de la conformite du plan de croissance SLA.;;;
entreprise - Capita India Pvt Ltd;;;
description - Pune;;;
;;;
Domaines de resultats cles;;;
Audits • Examine et valide les entrees des managers concernant les tableaux de bord et les PPT. • Travail d'audit effectue par les agents onshore et audit simultane du travail effectue pour mon ancienne equipe et leur partie reporting egalement.;;;
â¢ Aide au reportingg gestionnaire en transformation d'entreprise, competences en leadership et capacite averee à influencer et à collaborer à tous les niveaux de l'organisation.;;;
• Aider les superieurs hierarchiques à resoudre des problemes d'audit specifiques, soit individuellement, soit en groupe.;;;
;;;
"Reporting • Preparation hebdomadaire / mensuelle / trimestrielle / annuelle du MIS - Rapport de variance, rapport de performance, analyse des commentaires, rapport d'activites des tâches, publication des tableaux de bord commerciaux pertinents, rapport d'audit des projets.""";;;
"704,BP,""DOMAINE D'EXPERTISE (PROFIL) Environ 10 ans d'experience averee avec la meilleure marque mondiale Wipro avec l'expertise ci-dessous : - â¢ PMO â¢ Gestion ITIL â¢ Ameliorations des processus â¢ Audits de processus de projet â¢ Planification, ordonnancement, Suivi des efforts/problemes/risques • Gestion des risques et des problemes • Gestion des SLA • Gestion des ressources de la main-d'œuvre (personnel). â¢ Transition â¢ Gestion des operations COMPETENCES Outils de gestion de projet : CA Clarity, Visio et Office, ITIL -Gestion des incidents, Recrutement et gestion des effectifs Techniques : SAP- RH, MRS, CPRO, Confluence, Microsoft Office, Word, PowerPoint.Excellent connaissance et experience pratique de MS Excel avance (connaissance de MS Project, Sharepoint Reporting & Ticket Tool : Xtraction, CA Service Desk, I-Tracker, details de la formation";;;
 MBA RH et Finance Bengaluru, Karnataka RKIMS College;;;
PMO cadre superieur;;;
;;;
Consultant Senior PMO Executif;;;
Details des competences;;;
OPERATIONS- Experience - 125 mois;;;
STAFFING- Experience - 125 mois;;;
RH- Experience - 79 mois;;;
PMO - Experience - 84 moisDetails de l'entreprise;;;
entreprise - Ensono LLP;;;
description - Rôles et responsabilites;;;
UN;;;
ÃÂ Responsable de la creation de rapports structures et les presenter à la haute direction de Deliery selon les exigences de l'entreprise.;;;
ÃÂ Concevoir et rediger divers rapports selon les exigences de l'entreprise.;;;
ÃÂ Responsable de la creation de MOM, de la poursuite des personnes et de la mise en œuvre du SLA à temps en atteignant les objectifs et les resultats à temps.;;;
ÃÂ Aider les chefs de projet dans la creation de la delegation des RR, la facturation et les activites de facturation.;;;
ÃÂ Maintenir les donnees Clarity et Sharepoint pour la gestion de la prestation de services;;;
ÃÂ Effectuer la facturation des clients sous la direction du CEM et du SDM.;;;
ÃÂ Preparation hebdomadaire des donnees SLA et KPI basees sur le suivi manuel et partage avec le client et la haute direction.;;;
ÃÂ Gestion de la mise en œuvre du projet, gestion de la facturation et participation à l'etablissement de la documentation contractuelle client;;;
ÃÂ Une experience dans divers modeles de prestation tels que les services geres, les prix fixes, les T&M, les risques et les penalites bases sur les SLA est requise.;;;
ÃÂ Gerer les objectifs SLA et economiser des penalites envers les clients. Generez des appels SLA avec plus de 80 clients avec plusieurs tours.;;;
ÃÂ SPOC pour le rapport d'analyse du temps passe sur le sol (TOFA) et la mise en evidence des donnees des employes transmises à la direction de haut niveau;;;
ÃÂ Assurer tout probleme lie à la conformite et à l'entretien des sols;;;
ÃÂ Assurer toutes les formalites d'adhesion et les activites d'accueil des nouveaux employes.;;;
ÃÂ Identifier et piloter des indicateurs cles tels que l'efficacite de la facturation et l'utilisation des ressources.;;;
ÃÂ Maintenir la bibliotheque de projets, les systemes de classement, d'enregistrement et de reporting.;;;
ÃÂ Surveiller les progres du projet, les risques, les obstacles et les opportunites et gerer les communications avec les parties prenantes.;;;
ÃÂ Developper des organigrammes/SOP et maintenir la base de donnees des modifications de processus et surveiller les appels de gravite.;;;
ÃÂ Preparer des rapports mensuels, rapport operationnel, rapport capacite/utilisation, rapport feuille de temps, rapport de conformite SLA. Rapport trimestriel Rapport operationnel (tendances trimestrielles);;;
 Rapports internes Allocations, rapports de facturation, maintenance du referentiel de documents. Creer des plans de projet/sous-projet et surveiller les progres par rapport au calendrier, tenir à jour les journaux de risques et de problemes.;;;
ÃÂ Participer activement aux communautes de gestion de projet;;;
ÃÂ Responsable du coût, du calendrier, du budget, des revenus et de l'avancement du projet.;;;
entreprise - Wipro Technologie;;;
description - Rôles et responsabilites;;;
UN;;;
ÃÂ Responsable de la creation de rapports structures et les presenter à la haute direction de Deliery selon les exigences de l'entreprise.;;;
ÃÂ Concevoir et rediger divers rapports selon les exigences de l'entreprise.;;;
ÃÂ Responsable de la creation de MOM, de la poursuite des personnes et de la mise en œuvre du SLA à temps en atteignant les objectifs et les resultats à temps.;;;
ÃÂ Aider les chefs de projet dans la creation de la delegation des RR, la facturation et les activites de facturation.;;;
ÃÂ Maintenir les donnees Clarity et Sharepoint pour la gestion de la prestation de services;;;
ÃÂ Effectuer la facturation des clients sous la direction du CEM et du SDM.;;;
ÃÂ Preparation hebdomadaire des donnees SLA et KPI basees sur le suivi manuel et partage avec le client et la haute direction.;;;
ÃÂ Gestion de la mise en œuvre du projet, gestion de la facturation et participation à l'etablissement de la documentation contractuelle client;;;
ÃÂ Une experience dans divers modeles de prestation tels que les services geres, les prix fixes, les T&M, les risques et les penalites bases sur les SLA est requise.;;;
ÃÂ Gerer les objectifs SLA et economiser des penalites envers les clients. Generez des appels SLA avec plus de 80 clients avec plusieurs tours.;;;
ÃÂ SPOC pour le rapport d'analyse du temps passe sur le sol (TOFA) et la mise en evidence des donnees des employes transmises à la direction de haut niveau;;;
ÃÂ Assurer tout probleme lie à la conformite et à l'entretien des sols;;;
ÃÂ Assurer toutes les formalites d'adhesion et les activites d'accueil des nouveaux employes.;;;
ÃÂ Identifier et piloter des indicateurs cles tels que l'efficacite de la facturation et l'utilisation des ressources.;;;
ÃÂ Maintenir la bibliotheque de projets, les systemes de classement, d'enregistrement et de reporting.;;;
ÃÂ Surveiller l'avancement du projet, les risques, les obstacles,et les opportunites et gerer les communications avec les parties prenantes.;;;
ÃÂ Developper des organigrammes/SOP et maintenir la base de donnees des modifications de processus et surveiller les appels de gravite.;;;
ÃÂ Preparer des rapports mensuels, rapport operationnel, rapport capacite/utilisation, rapport feuille de temps, rapport de conformite SLA. Rapport trimestriel Rapport operationnel (tendances trimestrielles);;;
 Rapports internes Allocations, rapports de facturation, maintenance du referentiel de documents. Creer des plans de projet/sous-projet et surveiller les progres par rapport au calendrier, tenir à jour les journaux de risques et de problemes.;;;
ÃÂ Participer activement aux communautes de gestion de projet;;;
ÃÂ Responsable du coût, du calendrier, du budget, des revenus et de l'avancement du projet.;;;
entreprise - Wipro InfoTech;;;
description - Responsabilites;;;
â¢ Surveiller et gerer l'effectif reel par rapport au plan pour la region afin de maintenir le ratio d'effectif avec les revenus.;;;
â¢ Maintenir et surveiller le balisage correct dans SAP (balisage du projet, balisage du superviseur, unite organisationnelle et centre de coûts) pour la region afin que les finances soient correctement tenues à jour.;;;
â ¢ Responsable de fournir le rapport d'effectif exact et precis pour le calcul du GM.;;;
â¢ Responsable de la gestion de la gestion du banc et du deploiement de la ressource.;;;
â¢ Responsable de la gestion et de la gestion de la titularisation des employes eligibles et de leur deploiement en fonction de leurs aspirations et des besoins de l'entreprise.;;;
â ¢ Responsable de l'embauche et du maintien du ratio de recrues pour l'emplacement, ainsi que du suivi actif de leur formation et de leur deploiement.;;;
· Analyser les modeles passes de volume et de personnel et mettre en œuvre les actions basees sur les previsions fournies afin que la penurie de ressources puisse etre resolue et garantir la disponibilite des ressources à temps pour la mise en service.;;;
• Valider le plan d'effectifs du projet et travailler avec les parties prenantes (responsables de la prestation de services) pour optimiser les ressources.;;;
• Veiller à ce que toutes les donnees WFM requises soient suivies et suivies de maniere continue par l'equipe NLD.;;;
â¢ Identifiez la ressource qui a termine son mandat avec le projet et planifiez sa formation avec l'aide de l'equipe de formation et elevez-la à des rôles plus eleves et remplissez-la avec les ROOKIE'S (TRB, TE, WIMS et SIMS);;;
â¢ Interfacer avec les gestionnaires/directeurs de la prestation de services, au besoin, pour l'escalade des problemes ayant un impact sur le service en raison de la disponibilite des ressources.;;;
â¢ Coordonne avec les parties prenantes des operations pour interagir avec le client, gerer les problemes de gestion de compte et ajouter des ressources selon les besoins.;;;
â¢ Gere les horaires du personnel et les responsabilites de l’equipe de gestion des effectifs pour la region/BU.;;;
â¢ Preparer des rapports quotidiens/hebdomadaires/mensuels et les distribuer à l'equipe de direction.;;;
â¢ Gere les ratios de dotation et l’utilisation/optimisation des sieges pour garantir que les objectifs du projet sont atteints. Etablit des relations de travail efficaces avec les services internes.;;;
â¢ S'occuper des projets speciaux (PWD) et du modele d'embauche des recrues, de la formation et du deploiement.;;;
;;;
DETAIL PERSONNEL;;;
Date de naissance : 21/03/1986;;;
POÊLE : AWVPB7123N;;;
Passeport : J1409038;;;
Capacite linguistique : anglais, hindi, marathi, kannada et konkani;;;
Lieu : Pune, Inde;;;
"Etat civil: Marie""";;;
"705,BP,""Competences Competences exceptionnelles en communication et en reseautage Travail reussi en equipe et de maniere independante Capacite à travailler sous pression et multitâches Strategies et campagnes Communications d'entreprise Reporting et documentation MIS Formation et developpement Support commercial et operations de back-office Developpement de nouveaux processus et gestion des lancements escalades clientsDetails de la formation";;;
 BACHELOR EN ADMINISTRATION DES AFFAIRESADMINISTRATION DES AFFAIRES ICFAI Business School;;;
    Institut integre de gestion et de technologie;;;
    ECOLE SECONDAIRE SUPERIEURE, Ecole B.I.S.S;;;
   Delhi, ECOLE SECONDAIRE SUPERIEURE de Delhi, Ecole publique de Delhi;;;
Gestionnaire Senior - PMO;;;
;;;
;;;
Details des competences;;;
FORMATION- Experience - 30 mois;;;
DOCUMENTATION- Experience - 16 mois;;;
OPERATIONS- Experience - 16 mois;;;
VENTES- Experience - 8 mois;;;
COMMUNICATIONS D'ENTREPRISE - Experience - 6 moisDetails de l'entreprise;;;
entreprise -;;;
description - Examiner et comprendre les processus metier existants pour identifier les exigences fonctionnelles à eliminer;;;
gaspillage, ameliorer le contrôle et offrir de la flexibilite;;;
Identifier les processus de refonte, prototyper des solutions potentielles, calculer les compromis, les coûts et suggerer un;;;
plan d'action recommande en identifiant les modifications apportees au processus nouveau/existant;;;
Gestion de projet des nouvelles exigences et opportunites pour l'application de solutions efficaces et efficientes;;;
Responsable de la realisation de projets de reingenierie des processus dans tous les processus en travaillant en etroite collaboration avec les entreprises et les unites operationnelles concernees.;;;
Responsable de la documentation pour former toutes les parties prenantes sur tout changement;;;
entreprise -;;;
description - Responsable de la definition de la portee du projet en accord avec les parties prenantes, les equipes internes et les cadres superieurs.;;;
equipe de direction.;;;
Preparer la charte de projet avec des delais definis pour les activites liees au projet.;;;
Preparation du Business Requirement Document (BRD), clôture du Understanding Document (UD) avec l'equipe de developpement, achevement et deploiement de l'UAT.;;;
Preparation des documents de formation, des SLA, des SOP, etc. selon les besoins.;;;
Organiser une formation pour les equipes concernees afin d’assurer une transition en douceur.;;;
entreprise - TELEPERFORMANCE INDE;;;
description - Stimuler les ventes via le centre d'appels et atteindre l'objectif avec la responsabilite globale d'explorer les opportunites de vente en comprenant les preferences et les exigences des clients.;;;
Conceptualiser et mettre en œuvre des activites de promotion des ventes dans le cadre d'un lot pilote pour le lancement d'une nouvelle entreprise.;;;
Former les nouveaux arrivants à travers le processus d'interruption d'appels.;;;
Interaction avec le client pour comprendre les exigences et les attentes.;;;
Gerer les sessions de qualite d'appel avec le client.;;;
Gerer les exigences ponctuelles du client ainsi que de la haute direction et fournir une resolution en temps opportun.;;;
"MAÎTRE EN ADMINISTRATION DES ENTREPRISES""";;;
"706,BP,""COMPETENCES DE BASE · Maintenir les processus pour garantir que la documentation, les rapports et les plans de gestion de projet sont pertinents, precis et complets · Automatisation des rapports, preparation du tableau de bord et partage des commentaires sur la base des performances du chef de projet · Previsions des donnees concernant les risques futurs, les changements du projet et mettre à jour l'equipe de livraison en temps opportun. â¢ Bonne comprehension du cycle de vie de la gestion de projet. et tirer des informations significatives â¢ Connaissance des methodologies de gestion de programme/projet avec reporting et gouvernance complets du projet â¢ Capacite à travailler avec differentes parties prenantes interfonctionnelles pour etablir et assurer une relation de travail fiable et productive â¢ Solide gestion du temps et organisation Competences • Competences multitâches et capacite à respecter les delais COMPETENCES INFORMATIQUES ET CERTIFICATION • Connaissance approfondie de MS Office 2013 et des macros. COMPETENCES • Capacite de reflexion strategique et de prise de decision • Solides competences analytiques • Competences multitâches dans un environnement en evolution rapide. • Leadership et competences interpersonnelles. • Forte capacite de gestion de l'information, en particulier l'extraction, les formules, les pivots et les graphiques MS Excel. Details sur l'education";;;
Janvier 2005 Baccalaureat en administration des affairesAdministration des affaires Pune, Maharashtra Modern College;;;
 HSC Pune, Maharashtra S.S.P.M.S College;;;
 SSC Pune, lycee Maharashtra Saints;;;
BP;;;
;;;
Ayant une experience de 6 ans en gestion de projet en informatique. Expertise en PMO, Gestion d'equipe, Analyste Qualite. Maîtrise des outils et techniques d'analyse de donnees.;;;
Details des competences;;;
DOCUMENTATION- Experience - 47 mois;;;
GOUVERNANCE- Experience - 19 mois;;;
EXCEL- Experience - 6 mois;;;
PREVISION- Experience - 6 mois;;;
MS EXCEL - Experience - 6 moisDetails de l'entreprise;;;
entreprise - Capita India Pvt Ltd;;;
description - Pune;;;
;;;
Domaines de resultats cles;;;
Responsable de la transition reussie des connaissances, des systemes et des capacites operationnelles pour Prudential, Multiclient, Pheonix et Royal London.;;;
 â¢ J'ai voyage sur site (Glasgow) et fait partie de l'equipe britannique pour comprendre le processus de travail de transition du PMO et l'executer avec succes chez Offshore.;;;
â¢ Transition reussie de la gestion des bons de travail, de la gouvernance et du reporting depuis le Royaume-Uni.;;;
â¢ Diriger une equipe de 6 membres et suivre le developpement de nouvelles methodes de travail et processus de documentation.;;;
• Gerer l'engagement des parties prenantes internes et externes, la collaboration des equipes et le reseau mondial de PMO. • Aide à realiser des operations robustes avec toutes les ressources et l'infrastructure necessaires pour executer des operations stables.;;;
entreprise - Saviant Technologies;;;
description - pour plusieurs projets;;;
â¢ Etablir un PMO à partir de zero et fournir un leadership chevronne au personnel des operations techniques â¢ Definir et mettre en œuvre des processus de gestion des priorites de travail et de gestion des ressources â¢ Etablir un environnement de soutien qui a permis aux employes de grandir et de fournir des solutions imaginatives aux besoins complexes des clients. • Suivre et surveiller la performance financiere du programme. Presentez les donnees financieres pour une comparaison reelle et budgetisee des heures de travail et des dollars, des coûts d'exploitation et des coûts d'investissement. Obtenir les approbations de financement pour les changements de portee • Surveiller les risques du programme grâce à un processus continu d'identification, d'evaluation, de suivi, de developpement et d'execution de strategies d'attenuation des risques. • Examiner la documentation du projet et documenter les leçons apprises et fournir des recommandations pour les attenuer à l'avenir. projets.;;;
â¢ identification des risques, strategie d'attenuation, escalade des problemes, communication avec les clients, calendrier du projet et gestion des ressources;;;
entreprise - Infosys;;;
description - Pune;;;
;;;
Domaines de resultats cles;;;
Responsable de : - Gestion des ressources, budgetisation, facturation.;;;
• Responsable de la preparation et du partage de differents rapports avec les responsables de livraison, les chefs de projet et l'equipe qualite. • Automatisation des rapports pour l'ensemble de l'unite. • Interpreter les donnees, analyser les resultats à l'aide de techniques statistiques et fournir des rapports continus.;;;
â¢ Preparer des diagrammes de cas et des diagrammes d’activites pour divers scenarios.;;;
â¢ Rassembler des donnees, etudier des modeles et organiser des seances de brainstorming pour identifier les valeurs aberrantes.;;;
â¢ Examiner et approuver la documentation du projet.;;;
• Aider à l'identification des risques dans le projet et à la mise en place d'un plan d'attenuation des risques en examinant les tableaux de bord et les rapports.;;;
â¢ Informations et analyses des commentaires des clients.;;;
• Examiner et valider les entrees des chefs de projet concernant les tableaux de bord et les PPT. • Soutenir TL en formant les personnes sur les processus/domaines dans le cadre de la conformite du plan de croissance SLA.;;;
entreprise - Capita India Pvt Ltd;;;
description - Pune;;;
;;;
Domaines de resultats cles;;;
Audits • Examine et valide les entrees des managers concernant les tableaux de bord et les PPT. • Travail d'audit effectue par les agents onshore et audit simultane du travail effectue pour mon ancienne equipe et leur partie reporting egalement.;;;
â¢ Aide au reportingg gestionnaire en transformation d'entreprise, competences en leadership et capacite averee à influencer et à collaborer à tous les niveaux de l'organisation.;;;
• Aider les superieurs hierarchiques à resoudre des problemes d'audit specifiques, soit individuellement, soit en groupe.;;;
;;;
"Reporting • Preparation hebdomadaire / mensuelle / trimestrielle / annuelle du MIS - Rapport de variance, rapport de performance, analyse des commentaires, rapport d'activites des tâches, publication des tableaux de bord commerciaux pertinents, rapport d'audit des projets.""";;;
"707,BP,""DOMAINE D'EXPERTISE (PROFIL) Environ 10 ans d'experience averee avec la meilleure marque mondiale Wipro avec l'expertise ci-dessous : - â¢ PMO â¢ Gestion ITIL â¢ Ameliorations des processus â¢ Audits de processus de projet â¢ Planification, ordonnancement, Suivi des efforts/problemes/risques • Gestion des risques et des problemes • Gestion des SLA • Gestion des ressources de la main-d'œuvre (personnel). â¢ Transition â¢ Gestion des operations COMPETENCES Outils de gestion de projet : CA Clarity, Visio et Office, ITIL -Gestion des incidents, Recrutement et gestion des effectifs Techniques : SAP- RH, MRS, CPRO, Confluence, Microsoft Office, Word, PowerPoint.Excellent connaissance et experience pratique de MS Excel avance (connaissance de MS Project, Sharepoint Reporting & Ticket Tool : Xtraction, CA Service Desk, I-Tracker, details de la formation";;;
 MBA RH et Finance Bengaluru, Karnataka RKIMS College;;;
PMO cadre superieur;;;
;;;
Consultant Senior PMO Executif;;;
Details des competences;;;
OPERATIONS- Experience - 125 mois;;;
STAFFING- Experience - 125 mois;;;
RH- Experience - 79 mois;;;
PMO - Experience - 84 moisDetails de l'entreprise;;;
entreprise - Ensono LLP;;;
description - Rôles et responsabilites;;;
UN;;;
ÃÂ Responsable de la creation de rapports structures et les presenter à la haute direction de Deliery selon les exigences de l'entreprise.;;;
ÃÂ Concevoir et rediger divers rapports selon les exigences de l'entreprise.;;;
ÃÂ Responsable de la creation de MOM, de la poursuite des personnes et de la mise en œuvre du SLA à temps en atteignant les objectifs et les resultats à temps.;;;
ÃÂ Aider les chefs de projet dans la creation de la delegation des RR, la facturation et les activites de facturation.;;;
ÃÂ Maintenir les donnees Clarity et Sharepoint pour la gestion de la prestation de services;;;
ÃÂ Effectuer la facturation des clients sous la direction du CEM et du SDM.;;;
ÃÂ Preparation hebdomadaire des donnees SLA et KPI basees sur le suivi manuel et partage avec le client et la haute direction.;;;
ÃÂ Gestion de la mise en œuvre du projet, gestion de la facturation et participation à l'etablissement de la documentation contractuelle client;;;
ÃÂ Une experience dans divers modeles de prestation tels que les services geres, les prix fixes, les T&M, les risques et les penalites bases sur les SLA est requise.;;;
ÃÂ Gerer les objectifs SLA et economiser des penalites envers les clients. Generez des appels SLA avec plus de 80 clients avec plusieurs tours.;;;
ÃÂ SPOC pour le rapport d'analyse du temps passe sur le sol (TOFA) et la mise en evidence des donnees des employes transmises à la direction de haut niveau;;;
ÃÂ Assurer tout probleme lie à la conformite et à l'entretien des sols;;;
ÃÂ Assurer toutes les formalites d'adhesion et les activites d'accueil des nouveaux employes.;;;
ÃÂ Identifier et piloter des indicateurs cles tels que l'efficacite de la facturation et l'utilisation des ressources.;;;
ÃÂ Maintenir la bibliotheque de projets, les systemes de classement, d'enregistrement et de reporting.;;;
ÃÂ Surveiller les progres du projet, les risques, les obstacles et les opportunites et gerer les communications avec les parties prenantes.;;;
ÃÂ Developper des organigrammes/SOP et maintenir la base de donnees des modifications de processus et surveiller les appels de gravite.;;;
ÃÂ Preparer des rapports mensuels, rapport operationnel, rapport capacite/utilisation, rapport feuille de temps, rapport de conformite SLA. Rapport trimestriel Rapport operationnel (tendances trimestrielles);;;
 Rapports internes Allocations, rapports de facturation, maintenance du referentiel de documents. Creer des plans de projet/sous-projet et surveiller les progres par rapport au calendrier, tenir à jour les journaux de risques et de problemes.;;;
ÃÂ Participer activement aux communautes de gestion de projet;;;
ÃÂ Responsable du coût, du calendrier, du budget, des revenus et de l'avancement du projet.;;;
entreprise - Wipro Technologie;;;
description - Rôles et responsabilites;;;
UN;;;
ÃÂ Responsable de la creation de rapports structures et les presenter à la haute direction de Deliery selon les exigences de l'entreprise.;;;
ÃÂ Concevoir et rediger divers rapports selon les exigences de l'entreprise.;;;
ÃÂ Responsable de la creation de MOM, de la poursuite des personnes et de la mise en œuvre du SLA à temps en atteignant les objectifs et les resultats à temps.;;;
ÃÂ Aider les chefs de projet dans la creation de la delegation des RR, la facturation et les activites de facturation.;;;
ÃÂ Maintenir les donnees Clarity et Sharepoint pour la gestion de la prestation de services;;;
ÃÂ Effectuer la facturation des clients sous la direction du CEM et du SDM.;;;
ÃÂ Preparation hebdomadaire des donnees SLA et KPI basees sur le suivi manuel et partage avec le client et la haute direction.;;;
ÃÂ Gestion de la mise en œuvre du projet, gestion de la facturation et participation à l'etablissement de la documentation contractuelle client;;;
ÃÂ Une experience dans divers modeles de prestation tels que les services geres, les prix fixes, les T&M, les risques et les penalites bases sur les SLA est requise.;;;
ÃÂ Gerer les objectifs SLA et economiser des penalites envers les clients. Generez des appels SLA avec plus de 80 clients avec plusieurs tours.;;;
ÃÂ SPOC pour le rapport d'analyse du temps passe sur le sol (TOFA) et la mise en evidence des donnees des employes transmises à la direction de haut niveau;;;
ÃÂ Assurer tout probleme lie à la conformite et à l'entretien des sols;;;
ÃÂ Assurer toutes les formalites d'adhesion et les activites d'accueil des nouveaux employes.;;;
ÃÂ Identifier et piloter des indicateurs cles tels que l'efficacite de la facturation et l'utilisation des ressources.;;;
ÃÂ Maintenir la bibliotheque de projets, les systemes de classement, d'enregistrement et de reporting.;;;
ÃÂ Surveiller l'avancement du projet, les risques, les obstacles,et les opportunites et gerer les communications avec les parties prenantes.;;;
ÃÂ Developper des organigrammes/SOP et maintenir la base de donnees des modifications de processus et surveiller les appels de gravite.;;;
ÃÂ Preparer des rapports mensuels, rapport operationnel, rapport capacite/utilisation, rapport feuille de temps, rapport de conformite SLA. Rapport trimestriel Rapport operationnel (tendances trimestrielles);;;
 Rapports internes Allocations, rapports de facturation, maintenance du referentiel de documents. Creer des plans de projet/sous-projet et surveiller les progres par rapport au calendrier, tenir à jour les journaux de risques et de problemes.;;;
ÃÂ Participer activement aux communautes de gestion de projet;;;
ÃÂ Responsable du coût, du calendrier, du budget, des revenus et de l'avancement du projet.;;;
entreprise - Wipro InfoTech;;;
description - Responsabilites;;;
â¢ Surveiller et gerer l'effectif reel par rapport au plan pour la region afin de maintenir le ratio d'effectif avec les revenus.;;;
â¢ Maintenir et surveiller le balisage correct dans SAP (balisage du projet, balisage du superviseur, unite organisationnelle et centre de coûts) pour la region afin que les finances soient correctement tenues à jour.;;;
â ¢ Responsable de fournir le rapport d'effectif exact et precis pour le calcul du GM.;;;
â¢ Responsable de la gestion de la gestion du banc et du deploiement de la ressource.;;;
â¢ Responsable de la gestion et de la gestion de la titularisation des employes eligibles et de leur deploiement en fonction de leurs aspirations et des besoins de l'entreprise.;;;
â ¢ Responsable de l'embauche et du maintien du ratio de recrues pour l'emplacement, ainsi que du suivi actif de leur formation et de leur deploiement.;;;
· Analyser les modeles passes de volume et de personnel et mettre en œuvre les actions basees sur les previsions fournies afin que la penurie de ressources puisse etre resolue et garantir la disponibilite des ressources à temps pour la mise en service.;;;
• Valider le plan d'effectifs du projet et travailler avec les parties prenantes (responsables de la prestation de services) pour optimiser les ressources.;;;
• Veiller à ce que toutes les donnees WFM requises soient suivies et suivies de maniere continue par l'equipe NLD.;;;
â¢ Identifiez la ressource qui a termine son mandat avec le projet et planifiez sa formation avec l'aide de l'equipe de formation et elevez-la à des rôles plus eleves et remplissez-la avec les ROOKIE'S (TRB, TE, WIMS et SIMS);;;
â¢ Interfacer avec les gestionnaires/directeurs de la prestation de services, au besoin, pour l'escalade des problemes ayant un impact sur le service en raison de la disponibilite des ressources.;;;
â¢ Coordonne avec les parties prenantes des operations pour interagir avec le client, gerer les problemes de gestion de compte et ajouter des ressources selon les besoins.;;;
â¢ Gere les horaires du personnel et les responsabilites de l’equipe de gestion des effectifs pour la region/BU.;;;
â¢ Preparer des rapports quotidiens/hebdomadaires/mensuels et les distribuer à l'equipe de direction.;;;
â¢ Gere les ratios de dotation et l’utilisation/optimisation des sieges pour garantir que les objectifs du projet sont atteints. Etablit des relations de travail efficaces avec les services internes.;;;
â¢ S'occuper des projets speciaux (PWD) et du modele d'embauche des recrues, de la formation et du deploiement.;;;
;;;
DETAIL PERSONNEL;;;
Date de naissance : 21/03/1986;;;
POÊLE : AWVPB7123N;;;
Passeport : J1409038;;;
Capacite linguistique : anglais, hindi, marathi, kannada et konkani;;;
